user_id,event_date,event_type,channel
U00019,2025-03-26,search,WEB
U00019,2025-03-28,fare_click,WEB
U00019,2025-03-11,search,WEB
U00019,2025-03-29,search,WEB
U00019,2025-03-07,search,WEB
U00019,2025-04-02,booking_start,WEB
U00019,2025-03-24,booking_start,WEB
U00019,2025-03-23,search,WEB
U00019,2025-03-06,booking_start,WEB
U00019,2025-04-03,search,WEB
U00019,2025-03-27,purchase,WEB
U00019,2025-03-10,search,WEB
U00020,2025-03-15,booking_start,API
U00020,2025-03-22,fare_click,API
U00020,2025-03-23,search,API
U00020,2025-03-12,search,API
U00020,2025-03-18,search,API
U00020,2025-03-20,booking_start,API
U00020,2025-03-06,search,API
U00020,2025-03-19,search,API
U00020,2025-03-21,booking_start,API
U00020,2025-03-12,search,API
U00020,2025-03-22,search,API
U00020,2025-03-16,search,API
U00020,2025-03-04,purchase,API
U00021,2025-02-06,booking_start,MOB
U00021,2025-02-12,purchase,MOB
U00021,2025-02-10,search,MOB
U00021,2025-02-04,booking_start,MOB
U00021,2025-02-02,search,MOB
U00021,2025-02-03,search,MOB
U00021,2025-02-08,fare_click,MOB
U00021,2025-02-07,search,MOB
U00021,2025-01-25,booking_start,MOB
U00021,2025-02-11,fare_click,MOB
U00021,2025-02-09,fare_click,MOB
U00021,2025-02-04,fare_click,MOB
U00021,2025-01-26,booking_start,MOB
U00021,2025-01-26,search,MOB
U00021,2025-02-12,purchase,MOB
U00022,2025-02-08,search,BSP
U00022,2025-02-28,search,BSP
U00022,2025-02-16,fare_click,BSP
U00022,2025-02-24,search,BSP
U00022,2025-02-26,fare_click,BSP
U00022,2025-02-03,booking_start,BSP
U00022,2025-02-02,fare_click,BSP
U00022,2025-02-07,search,BSP
U00022,2025-02-15,search,BSP
U00022,2025-02-04,fare_click,BSP
U00022,2025-02-24,fare_click,BSP
U00022,2025-02-02,purchase,BSP
U00022,2025-02-24,fare_click,BSP
U00022,2025-02-27,fare_click,BSP
U00022,2025-02-19,purchase,BSP
U00022,2025-02-10,search,BSP
U00022,2025-02-15,fare_click,BSP
U00023,2025-03-23,fare_click,MOB
U00023,2025-04-11,fare_click,MOB
U00023,2025-03-20,fare_click,MOB
U00023,2025-04-13,search,MOB
U00023,2025-03-26,purchase,MOB
U00023,2025-03-31,search,MOB
U00023,2025-03-28,fare_click,MOB
U00023,2025-03-25,fare_click,MOB
U00023,2025-04-15,booking_start,MOB
U00023,2025-04-02,search,MOB
U00024,2025-03-16,search,BSP
U00024,2025-03-02,fare_click,BSP
U00024,2025-03-11,search,BSP
U00024,2025-03-21,search,BSP
U00024,2025-03-24,search,BSP
U00024,2025-03-08,fare_click,BSP
U00024,2025-03-14,search,BSP
U00024,2025-03-04,search,BSP
U00024,2025-03-22,search,BSP
U00024,2025-03-22,fare_click,BSP
U00024,2025-03-22,purchase,BSP
U00024,2025-02-28,search,BSP
U00024,2025-03-26,search,BSP
U00024,2025-03-07,search,BSP
U00024,2025-03-15,search,BSP
U00025,2025-01-29,fare_click,API
U00025,2025-02-11,fare_click,API
U00025,2025-02-13,search,API
U00025,2025-01-31,fare_click,API
U00025,2025-02-08,fare_click,API
U00025,2025-02-10,purchase,API
U00025,2025-02-08,search,API
U00025,2025-02-04,booking_start,API
U00025,2025-01-25,purchase,API
U00025,2025-02-10,fare_click,API
U00025,2025-02-05,booking_start,API
U00025,2025-01-30,search,API
U00025,2025-02-17,search,API
U00025,2025-01-26,booking_start,API
U00025,2025-02-16,purchase,API
U00025,2025-02-15,fare_click,API
U00025,2025-02-04,purchase,API
U00025,2025-02-08,booking_start,API
U00026,2025-03-31,purchase,BSP
U00026,2025-04-17,fare_click,BSP
U00026,2025-03-30,search,BSP
U00026,2025-04-22,search,BSP
U00026,2025-04-09,booking_start,BSP
U00026,2025-04-24,search,BSP
U00026,2025-04-18,booking_start,BSP
U00027,2025-02-24,search,MOB
U00027,2025-02-21,booking_start,MOB
U00027,2025-03-18,fare_click,MOB
U00027,2025-02-18,search,MOB
U00027,2025-02-27,search,MOB
U00027,2025-03-05,search,MOB
U00027,2025-03-18,search,MOB
U00027,2025-02-23,fare_click,MOB
U00027,2025-03-05,fare_click,MOB
U00027,2025-03-03,fare_click,MOB
U00028,2025-03-13,search,BSP
U00028,2025-03-25,search,BSP
U00028,2025-03-19,search,BSP
U00028,2025-03-19,fare_click,BSP
U00028,2025-03-25,purchase,BSP
U00028,2025-03-13,booking_start,BSP
U00028,2025-03-16,booking_start,BSP
U00028,2025-03-11,fare_click,BSP
U00028,2025-03-13,search,BSP
U00028,2025-03-01,fare_click,BSP
U00028,2025-03-20,search,BSP
U00028,2025-03-03,search,BSP
U00028,2025-03-09,purchase,BSP
U00028,2025-03-14,search,BSP
U00029,2025-03-12,search,API
U00029,2025-02-12,search,API
U00029,2025-03-09,purchase,API
U00029,2025-03-05,fare_click,API
U00029,2025-02-12,booking_start,API
U00030,2025-03-16,search,BSP
U00030,2025-03-12,fare_click,BSP
U00030,2025-03-06,search,BSP
U00030,2025-03-04,search,BSP
U00030,2025-03-12,booking_start,BSP
U00030,2025-03-22,fare_click,BSP
U00030,2025-03-19,search,BSP
U00030,2025-03-16,fare_click,BSP
U00030,2025-03-20,booking_start,BSP
U00030,2025-03-11,search,BSP
U00030,2025-03-07,booking_start,BSP
U00030,2025-03-11,search,BSP
U00030,2025-03-03,search,BSP
U00030,2025-03-23,booking_start,BSP
U00030,2025-03-09,fare_click,BSP
U00030,2025-03-29,search,BSP
U00030,2025-03-26,search,BSP
U00030,2025-03-21,booking_start,BSP
U00031,2025-03-28,purchase,WEB
U00031,2025-04-18,search,WEB
U00031,2025-04-03,search,WEB
U00031,2025-03-30,purchase,WEB
U00031,2025-04-01,search,WEB
U00031,2025-03-22,search,WEB
U00031,2025-04-15,search,WEB
U00031,2025-03-23,search,WEB
U00031,2025-04-08,search,WEB
U00031,2025-03-27,fare_click,WEB
U00032,2025-01-16,search,MOB
U00032,2025-02-05,booking_start,MOB
U00032,2025-02-01,fare_click,MOB
U00032,2025-01-16,search,MOB
U00032,2025-01-24,fare_click,MOB
U00032,2025-01-22,search,MOB
U00032,2025-01-25,fare_click,MOB
U00032,2025-01-26,search,MOB
U00032,2025-01-22,search,MOB
U00032,2025-02-11,fare_click,MOB
U00032,2025-01-24,booking_start,MOB
U00032,2025-01-30,search,MOB
U00032,2025-02-12,search,MOB
U00032,2025-02-12,fare_click,MOB
U00032,2025-02-05,fare_click,MOB
U00032,2025-02-05,fare_click,MOB
U00032,2025-02-01,search,MOB
U00033,2025-03-26,search,WEB
U00033,2025-03-11,search,WEB
U00033,2025-03-08,booking_start,WEB
U00033,2025-03-31,search,WEB
U00033,2025-03-14,booking_start,WEB
U00033,2025-04-01,search,WEB
U00033,2025-03-19,fare_click,WEB
U00033,2025-03-08,search,WEB
U00034,2025-03-26,purchase,API
U00034,2025-03-26,search,API
U00034,2025-03-27,search,API
U00034,2025-03-26,search,API
U00034,2025-03-20,search,API
U00034,2025-03-27,search,API
U00034,2025-03-14,search,API
U00034,2025-03-29,search,API
U00034,2025-03-27,booking_start,API
U00034,2025-03-12,fare_click,API
U00034,2025-03-13,booking_start,API
U00034,2025-03-27,search,API
U00034,2025-04-01,search,API
U00034,2025-03-09,search,API
U00035,2025-02-17,search,BSP
U00035,2025-02-16,search,BSP
U00035,2025-03-07,search,BSP
U00035,2025-03-05,search,BSP
U00035,2025-03-05,search,BSP
U00035,2025-03-11,fare_click,BSP
U00035,2025-03-17,search,BSP
U00035,2025-02-25,search,BSP
U00035,2025-03-04,purchase,BSP
U00036,2025-03-28,booking_start,WEB
U00036,2025-03-17,search,WEB
U00036,2025-03-27,search,WEB
U00036,2025-03-21,fare_click,WEB
U00036,2025-04-01,search,WEB
U00036,2025-03-25,search,WEB
U00036,2025-03-18,search,WEB
U00036,2025-03-26,search,WEB
U00036,2025-03-27,search,WEB
U00036,2025-03-27,fare_click,WEB
U00036,2025-03-28,fare_click,WEB
U00036,2025-03-15,search,WEB
U00036,2025-03-05,booking_start,WEB
U00036,2025-03-29,search,WEB
U00037,2025-03-03,purchase,WEB
U00037,2025-03-03,purchase,WEB
U00037,2025-03-04,booking_start,WEB
U00037,2025-03-03,search,WEB
U00037,2025-02-24,search,WEB
U00037,2025-03-17,fare_click,WEB
U00037,2025-03-07,search,WEB
U00037,2025-03-21,booking_start,WEB
U00037,2025-03-06,booking_start,WEB
U00037,2025-02-24,search,WEB
U00037,2025-03-11,fare_click,WEB
U00037,2025-03-12,search,WEB
U00037,2025-03-06,search,WEB
U00037,2025-02-26,booking_start,WEB
U00037,2025-02-22,search,WEB
U00037,2025-03-07,search,WEB
U00037,2025-02-25,search,WEB
U00037,2025-03-02,fare_click,WEB
U00037,2025-03-20,search,WEB
U00038,2025-03-16,search,BSP
U00038,2025-03-08,search,BSP
U00038,2025-03-02,search,BSP
U00038,2025-03-18,purchase,BSP
U00038,2025-03-25,booking_start,BSP
U00038,2025-02-27,booking_start,BSP
U00038,2025-03-16,search,BSP
U00038,2025-03-07,search,BSP
U00038,2025-02-28,search,BSP
U00038,2025-02-24,search,BSP
U00038,2025-03-07,search,BSP
U00038,2025-03-15,search,BSP
U00038,2025-03-19,search,BSP
U00038,2025-02-25,purchase,BSP
U00038,2025-03-08,search,BSP
U00038,2025-03-08,fare_click,BSP
U00038,2025-03-09,search,BSP
U00039,2025-03-08,fare_click,BSP
U00039,2025-03-11,fare_click,BSP
U00039,2025-03-12,purchase,BSP
U00039,2025-03-23,search,BSP
U00039,2025-03-29,search,BSP
U00039,2025-03-19,search,BSP
U00039,2025-03-23,search,BSP
U00039,2025-03-14,search,BSP
U00039,2025-03-08,purchase,BSP
U00039,2025-03-20,fare_click,BSP
U00040,2025-01-25,search,MOB
U00040,2025-01-06,fare_click,MOB
U00040,2025-01-11,booking_start,MOB
U00040,2025-01-20,fare_click,MOB
U00040,2025-02-01,search,MOB
U00040,2025-01-25,search,MOB
U00040,2025-01-16,search,MOB
U00040,2025-01-11,search,MOB
U00040,2025-01-20,fare_click,MOB
U00040,2025-01-12,purchase,MOB
U00040,2025-01-22,search,MOB
U00040,2025-01-12,search,MOB
U00040,2025-01-28,search,MOB
U00041,2025-03-18,booking_start,WEB
U00041,2025-03-05,booking_start,WEB
U00041,2025-02-26,search,WEB
U00041,2025-03-21,fare_click,WEB
U00041,2025-03-13,search,WEB
U00041,2025-03-18,search,WEB
U00041,2025-02-26,search,WEB
U00041,2025-03-08,fare_click,WEB
U00041,2025-03-14,booking_start,WEB
U00041,2025-03-06,search,WEB
U00041,2025-02-27,search,WEB
U00041,2025-03-02,fare_click,WEB
U00041,2025-03-15,search,WEB
U00041,2025-03-17,fare_click,WEB
U00041,2025-03-06,fare_click,WEB
U00042,2025-01-10,purchase,WEB
U00042,2025-02-05,search,WEB
U00042,2025-01-10,booking_start,WEB
U00042,2025-01-23,search,WEB
U00042,2025-01-31,purchase,WEB
U00042,2025-02-03,search,WEB
U00042,2025-01-29,search,WEB
U00042,2025-01-10,booking_start,WEB
U00042,2025-02-01,booking_start,WEB
U00042,2025-01-27,search,WEB
U00042,2025-01-29,purchase,WEB
U00042,2025-01-11,search,WEB
U00042,2025-01-23,search,WEB
U00042,2025-01-19,fare_click,WEB
U00042,2025-01-19,search,WEB
U00043,2025-01-24,search,API
U00043,2025-02-09,purchase,API
U00043,2025-02-01,search,API
U00043,2025-02-01,search,API
U00043,2025-02-16,purchase,API
U00043,2025-01-25,search,API
U00043,2025-01-30,search,API
U00043,2025-01-27,booking_start,API
U00043,2025-01-30,search,API
U00043,2025-02-16,purchase,API
U00043,2025-02-08,fare_click,API
U00043,2025-01-21,fare_click,API
U00043,2025-01-27,fare_click,API
U00043,2025-02-19,search,API
U00043,2025-01-29,search,API
U00043,2025-02-15,search,API
U00043,2025-02-09,fare_click,API
U00043,2025-01-26,search,API
U00044,2025-03-17,fare_click,MOB
U00044,2025-03-26,booking_start,MOB
U00044,2025-03-14,fare_click,MOB
U00044,2025-03-24,fare_click,MOB
U00044,2025-04-08,search,MOB
U00044,2025-03-19,purchase,MOB
U00044,2025-03-20,search,MOB
U00045,2025-03-07,purchase,API
U00045,2025-03-03,purchase,API
U00045,2025-02-27,search,API
U00045,2025-03-01,booking_start,API
U00045,2025-02-12,search,API
U00045,2025-02-25,search,API
U00045,2025-03-04,search,API
U00045,2025-02-08,purchase,API
U00045,2025-02-10,booking_start,API
U00046,2025-01-26,search,WEB
U00046,2025-02-11,search,WEB
U00046,2025-01-23,search,WEB
U00046,2025-02-06,search,WEB
U00046,2025-01-30,booking_start,WEB
U00046,2025-02-10,purchase,WEB
U00046,2025-02-09,search,WEB
U00047,2025-01-16,search,API
U00047,2025-01-12,search,API
U00047,2025-01-05,purchase,API
U00047,2025-01-27,search,API
U00047,2025-01-13,purchase,API
U00047,2025-01-23,booking_start,API
U00047,2025-01-30,search,API
U00047,2025-02-02,fare_click,API
U00047,2025-01-20,search,API
U00048,2025-04-19,purchase,WEB
U00048,2025-04-05,fare_click,WEB
U00048,2025-04-02,search,WEB
U00048,2025-04-02,purchase,WEB
U00048,2025-04-03,search,WEB
U00048,2025-04-02,fare_click,WEB
U00049,2025-03-04,fare_click,WEB
U00049,2025-03-14,search,WEB
U00049,2025-03-10,purchase,WEB
U00049,2025-03-12,search,WEB
U00049,2025-03-30,booking_start,WEB
U00049,2025-03-03,search,WEB
U00049,2025-03-01,search,WEB
U00049,2025-03-28,search,WEB
U00049,2025-03-28,search,WEB
U00049,2025-03-29,fare_click,WEB
U00049,2025-03-27,search,WEB
U00049,2025-03-12,fare_click,WEB
U00049,2025-03-21,search,WEB
U00050,2025-01-23,search,API
U00050,2025-02-09,search,API
U00050,2025-01-20,fare_click,API
U00050,2025-01-31,booking_start,API
U00050,2025-02-09,fare_click,API
U00051,2025-01-15,booking_start,API
U00051,2025-01-26,booking_start,API
U00051,2025-01-30,purchase,API
U00051,2025-01-10,search,API
U00051,2025-01-26,search,API
U00051,2025-02-04,search,API
U00051,2025-02-04,fare_click,API
U00051,2025-01-16,purchase,API
U00051,2025-01-11,fare_click,API
U00051,2025-01-22,search,API
U00051,2025-01-12,booking_start,API
U00051,2025-02-02,booking_start,API
U00051,2025-01-10,fare_click,API
U00051,2025-01-30,search,API
U00051,2025-01-24,fare_click,API
U00052,2025-04-22,search,BSP
U00052,2025-04-23,search,BSP
U00052,2025-04-06,search,BSP
U00052,2025-04-11,purchase,BSP
U00052,2025-04-11,search,BSP
U00052,2025-04-05,booking_start,BSP
U00052,2025-04-06,search,BSP
U00052,2025-04-09,fare_click,BSP
U00052,2025-04-11,purchase,BSP
U00052,2025-04-03,search,BSP
U00053,2025-03-12,fare_click,BSP
U00053,2025-03-16,search,BSP
U00053,2025-02-23,search,BSP
U00053,2025-02-27,purchase,BSP
U00053,2025-03-12,search,BSP
U00053,2025-03-05,fare_click,BSP
U00053,2025-02-27,booking_start,BSP
U00053,2025-03-11,search,BSP
U00053,2025-02-24,search,BSP
U00053,2025-03-03,search,BSP
U00053,2025-03-22,search,BSP
U00053,2025-03-09,search,BSP
U00053,2025-03-06,fare_click,BSP
U00054,2025-01-11,search,BSP
U00054,2025-01-18,search,BSP
U00054,2025-01-20,search,BSP
U00054,2025-01-11,search,BSP
U00054,2025-01-14,search,BSP
U00054,2025-01-25,booking_start,BSP
U00054,2025-01-25,purchase,BSP
U00054,2025-01-04,search,BSP
U00055,2025-04-01,fare_click,WEB
U00055,2025-03-27,search,WEB
U00055,2025-04-05,search,WEB
U00055,2025-04-06,booking_start,WEB
U00055,2025-04-07,search,WEB
U00055,2025-03-30,fare_click,WEB
U00055,2025-04-01,search,WEB
U00055,2025-04-10,fare_click,WEB
U00055,2025-04-18,booking_start,WEB
U00056,2025-03-20,search,API
U00056,2025-03-27,booking_start,API
U00056,2025-03-15,search,API
U00056,2025-03-03,search,API
U00056,2025-03-26,purchase,API
U00056,2025-03-05,fare_click,API
U00057,2025-03-24,search,MOB
U00057,2025-04-01,fare_click,MOB
U00057,2025-03-24,purchase,MOB
U00057,2025-03-12,search,MOB
U00057,2025-04-02,fare_click,MOB
U00057,2025-03-24,search,MOB
U00057,2025-04-04,search,MOB
U00057,2025-03-22,fare_click,MOB
U00057,2025-04-01,fare_click,MOB
U00057,2025-03-21,fare_click,MOB
U00057,2025-03-14,search,MOB
U00058,2025-02-25,search,WEB
U00058,2025-02-14,purchase,WEB
U00058,2025-03-04,search,WEB
U00058,2025-03-02,search,WEB
U00058,2025-02-24,search,WEB
U00058,2025-03-01,search,WEB
U00058,2025-02-18,fare_click,WEB
U00058,2025-03-11,fare_click,WEB
U00058,2025-02-18,booking_start,WEB
U00058,2025-03-06,fare_click,WEB
U00058,2025-02-27,fare_click,WEB
U00058,2025-03-13,search,WEB
U00058,2025-03-01,fare_click,WEB
U00058,2025-03-06,booking_start,WEB
U00058,2025-02-17,search,WEB
U00059,2025-01-29,search,MOB
U00059,2025-02-06,search,MOB
U00059,2025-01-17,search,MOB
U00059,2025-02-03,fare_click,MOB
U00059,2025-01-25,search,MOB
U00059,2025-01-23,search,MOB
U00059,2025-01-10,search,MOB
U00059,2025-01-09,fare_click,MOB
U00059,2025-01-16,search,MOB
U00059,2025-01-12,fare_click,MOB
U00060,2025-02-22,booking_start,API
U00060,2025-03-11,fare_click,API
U00060,2025-03-17,search,API
U00060,2025-03-14,search,API
U00060,2025-02-22,search,API
U00060,2025-03-08,search,API
U00060,2025-02-20,purchase,API
U00060,2025-02-17,purchase,API
U00060,2025-03-13,fare_click,API
U00061,2025-02-12,purchase,WEB
U00061,2025-02-25,fare_click,WEB
U00061,2025-02-22,search,WEB
U00061,2025-03-05,search,WEB
U00061,2025-03-04,purchase,WEB
U00061,2025-02-04,purchase,WEB
U00061,2025-02-14,fare_click,WEB
U00062,2025-03-25,purchase,MOB
U00062,2025-04-01,search,MOB
U00062,2025-03-22,booking_start,MOB
U00062,2025-04-05,booking_start,MOB
U00062,2025-03-21,fare_click,MOB
U00062,2025-04-15,purchase,MOB
U00062,2025-04-12,booking_start,MOB
U00062,2025-04-07,search,MOB
U00062,2025-04-06,search,MOB
U00063,2025-04-02,fare_click,MOB
U00063,2025-03-31,search,MOB
U00063,2025-03-23,search,MOB
U00063,2025-03-27,purchase,MOB
U00063,2025-03-31,search,MOB
U00063,2025-03-25,fare_click,MOB
U00063,2025-04-07,search,MOB
U00063,2025-04-06,search,MOB
U00063,2025-03-31,fare_click,MOB
U00063,2025-04-16,fare_click,MOB
U00063,2025-04-03,fare_click,MOB
U00063,2025-04-02,search,MOB
U00063,2025-03-26,search,MOB
U00063,2025-04-17,search,MOB
U00063,2025-04-06,fare_click,MOB
U00063,2025-04-10,fare_click,MOB
U00063,2025-04-03,search,MOB
U00063,2025-04-13,search,MOB
U00064,2025-02-26,fare_click,BSP
U00064,2025-03-02,search,BSP
U00064,2025-03-03,search,BSP
U00064,2025-03-01,booking_start,BSP
U00064,2025-02-12,search,BSP
U00064,2025-02-11,search,BSP
U00065,2025-02-26,purchase,BSP
U00065,2025-03-11,booking_start,BSP
U00065,2025-03-10,fare_click,BSP
U00065,2025-03-04,search,BSP
U00065,2025-03-15,fare_click,BSP
U00065,2025-02-27,search,BSP
U00065,2025-03-16,booking_start,BSP
U00065,2025-03-12,search,BSP
U00065,2025-03-10,search,BSP
U00066,2025-01-25,purchase,BSP
U00066,2025-01-12,booking_start,BSP
U00066,2025-01-19,fare_click,BSP
U00066,2025-01-19,fare_click,BSP
U00066,2025-01-17,purchase,BSP
U00066,2025-01-28,search,BSP
U00066,2025-01-30,search,BSP
U00066,2025-01-29,search,BSP
U00066,2025-01-20,fare_click,BSP
U00067,2025-01-09,fare_click,WEB
U00067,2025-01-06,booking_start,WEB
U00067,2025-01-11,search,WEB
U00067,2025-01-28,fare_click,WEB
U00067,2025-01-03,fare_click,WEB
U00067,2025-01-22,fare_click,WEB
U00067,2025-01-24,fare_click,WEB
U00067,2025-01-21,search,WEB
